PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
11613,0,3,female,30.1,3,1,29.4614,S
11614,0,2,male,20.6,0,0,18.6077,S
11615,0,1,male,30.0,0,0,42.1708,S
11616,0,2,male,32.0,0,0,8.8065,S
11617,1,2,female,19.7,1,0,30.5628,S
11618,0,2,male,27.6,0,2,40.8995,C
11619,0,3,male,24.4,0,0,9.5599,S
11620,1,3,female,7.4,0,2,20.7788,S
11621,1,1,female,41.9,1,1,114.9622,C
11622,1,3,male,28.4,0,0,20.6887,S
11623,0,3,male,7.4,4,1,34.0308,S
11624,0,3,male,17.4,0,0,8.783,S
11625,0,2,male,51.5,0,0,16.2364,S
11626,1,1,female,19.9,3,2,270.9542,S
11627,0,3,female,30.1,0,0,7.6018,Q
11628,1,2,male,0.8,1,1,27.9904,S
11629,1,3,male,28.0,0,0,18.1603,S
11630,0,1,male,28.1,1,0,68.3048,S
11631,0,2,male,50.0,0,0,20.1956,S
11632,0,3,male,3.6,4,1,35.1561,S
11633,0,3,male,24.7,0,0,13.2563,Q
11634,1,3,female,27.0,0,0,10.1367,Q
11635,1,3,female,27.4,0,0,11.2535,Q
11636,0,3,male,25.0,0,0,10.7011,S
11637,0,3,male,18.9,0,0,13.8842,S
11638,0,1,male,43.0,1,0,82.9348,S
11639,0,2,male,42.1,0,0,21.7392,S
11640,0,3,male,18.2,0,0,6.8909,S
11641,1,3,male,19.8,1,1,17.2463,C
11642,1,1,female,21.3,3,2,271.4674,S
11643,0,2,male,28.8,0,0,23.0284,C
11644,1,1,female,60.3,0,0,32.2251,S
11645,0,3,male,25.6,0,0,6.4969,S
11646,0,3,male,30.9,0,0,8.6107,S
11647,0,3,male,27.7,0,0,8.4329,Q
11648,0,1,male,31.5,0,0,44.4602,S
11649,0,3,female,4.6,4,2,33.5053,S
11650,1,1,female,33.7,0,0,84.4195,C
11651,0,3,female,32.9,0,2,17.8741,C
11652,0,2,male,22.5,0,0,15.8163,S
11653,0,3,male,34.2,0,0,8.7801,S
11654,0,2,male,68.4,0,0,21.2327,S
11655,1,1,male,41.2,0,0,32.1689,C
11656,0,3,male,32.0,0,0,9.9967,Q
11657,1,3,female,23.4,0,0,6.1725,Q
11658,0,1,male,61.9,0,0,28.51,S
11659,1,3,female,23.9,0,2,17.5867,S
11660,0,1,male,46.8,0,0,35.4422,S
11661,1,2,female,41.8,0,0,16.5855,S
11662,0,3,male,27.6,1,0,14.1217,S
11663,0,3,male,27.4,0,0,10.2025,S
11664,0,1,male,19.4,1,0,68.0553,S
11665,1,1,female,50.2,1,1,249.9002,C
11666,0,1,male,30.0,0,0,34.6203,C
11667,0,3,male,34.6,0,0,6.8446,S
11668,1,3,male,5.5,1,1,12.8878,S
11669,0,3,female,26.4,0,0,8.0901,S
11670,1,3,female,4.1,2,1,24.112,C
11671,0,3,male,30.3,0,0,8.3279,Q
11672,1,3,male,20.8,0,0,13.5302,S
11673,0,1,male,45.2,0,0,28.2624,S
11674,1,2,female,27.0,0,0,14.8813,S
11675,1,3,female,21.4,0,2,18.534,S
11676,1,1,female,27.7,0,0,55.9968,C
11677,0,1,male,60.0,0,0,30.8548,S
11678,1,1,female,35.1,0,0,149.4063,S
11679,0,3,female,44.7,1,4,35.5669,S
11680,1,1,male,29.5,0,0,26.0083,S
11681,0,3,male,20.5,0,0,10.0691,S
11682,0,2,male,21.3,0,0,19.8262,S
11683,0,2,male,29.3,0,0,13.283,S
11684,0,3,male,30.9,0,0,6.4885,Q
11685,0,3,female,30.4,3,1,32.2071,S
11686,0,3,male,21.7,0,0,7.6433,S
11687,1,3,female,22.6,0,0,6.6581,Q
11688,0,2,male,42.4,0,0,7.9634,S
11689,0,3,male,36.2,0,0,12.5133,C
11690,0,3,male,24.5,2,0,20.3442,S
11691,0,2,male,29.0,0,0,9.5115,S
11692,0,3,male,29.7,0,0,10.5887,S
11693,0,2,male,38.1,1,0,31.9058,S
11694,0,1,male,31.0,1,0,55.7344,S
11695,0,3,male,38.7,0,0,8.6507,C
11696,1,1,female,16.8,2,2,263.2086,C
11697,1,1,male,34.2,0,1,70.5133,S
11698,0,2,male,27.0,0,0,23.5202,C
11699,0,3,male,48.2,0,0,11.0564,S
11700,1,1,female,51.3,1,0,65.0383,C
11701,0,3,male,21.0,0,0,9.7525,S
11702,0,3,male,28.6,0,0,12.0262,S
11703,0,1,male,31.1,0,1,246.5589,C
11704,0,2,male,43.5,0,0,19.0175,S
11705,0,3,male,7.5,4,1,31.0976,Q
11706,0,3,male,26.8,1,0,14.1672,S
11707,0,2,male,25.2,0,0,14.5398,S
11708,1,2,female,28.8,0,0,13.8238,S
11709,0,3,male,31.0,1,1,16.0197,S
11710,0,2,male,61.9,0,0,5.8297,Q
11711,0,3,male,29.7,0,0,11.0241,C
11712,1,1,male,23.4,0,0,65.4912,C
11713,1,3,male,37.5,0,0,13.7065,S
11714,0,1,male,27.5,0,0,41.3466,C
11715,1,1,female,16.8,1,0,73.4373,S
11716,0,3,male,21.8,0,0,10.4233,S
11717,0,3,male,27.5,0,0,8.7401,Q
11718,0,3,male,28.9,0,0,7.1758,S
11719,1,3,male,25.6,0,0,12.0819,C
11720,1,1,female,41.5,0,1,215.1899,S
11721,0,1,male,20.6,1,0,112.3692,C
11722,0,3,male,8.6,5,2,45.9868,S
11723,1,3,female,13.9,1,0,14.657,C
11724,0,3,male,20.5,1,0,12.8527,S
11725,0,3,female,28.2,0,4,25.1115,S
11726,0,2,male,34.1,1,2,30.7043,S
11727,0,3,male,19.9,0,0,13.8236,S
11728,0,2,male,30.2,1,0,25.0888,S
11729,0,3,male,19.5,0,0,14.9413,S
11730,0,1,male,63.9,1,4,260.1182,S
11731,1,1,female,38.8,0,0,228.5995,C
11732,1,3,male,21.7,0,0,15.0886,S
11733,0,2,male,28.0,0,0,27.7326,C
11734,0,3,male,27.6,0,0,10.9771,Q
11735,0,3,male,27.3,8,2,67.1473,S
11736,1,3,female,27.9,0,0,10.1642,Q
11737,0,3,male,29.4,0,0,8.1258,S
11738,0,3,male,32.4,0,0,8.3206,S
11739,1,2,female,18.0,0,2,22.2206,S
11740,1,2,female,17.6,0,0,15.6113,S
11741,1,1,female,18.2,0,0,47.4697,S
11742,0,3,male,27.5,0,0,11.7421,Q
11743,0,3,female,41.4,0,0,8.075,S
11744,1,3,male,29.4,0,0,14.1492,S
11745,1,3,female,24.7,0,0,8.3484,S
11746,1,1,female,50.1,1,1,256.8288,C
11747,0,2,male,28.3,0,0,28.1134,C
11748,1,1,male,48.9,1,0,93.881,C
11749,0,3,male,1.9,3,2,30.4499,S
11750,1,3,male,29.9,0,0,22.2625,S
11751,0,3,female,21.1,1,0,11.8999,S
11752,0,3,female,12.4,4,2,32.7517,S
11753,0,1,male,45.9,0,0,24.3754,S
11754,0,3,male,19.2,0,0,15.4629,S
11755,1,2,male,60.3,0,0,10.745,S
11756,0,3,male,25.5,0,0,7.7844,S
11757,0,2,male,28.6,0,0,12.0885,S
11758,0,3,male,28.6,0,0,8.3072,S
11759,1,1,female,29.3,0,0,81.6153,C
11760,0,3,male,35.2,0,0,12.0001,S
11761,0,3,male,20.1,0,0,13.3257,S
11762,1,3,female,26.2,0,0,7.6253,Q
11763,0,2,male,64.8,0,0,15.7021,S
11764,0,3,male,24.0,0,0,4.3198,S
11765,1,1,female,26.4,1,0,153.9238,C
11766,0,3,male,36.8,0,0,5.0638,Q
11767,1,1,female,32.5,0,0,52.9855,C
11768,0,3,female,30.2,3,1,30.3741,S
11769,1,1,female,33.2,0,0,139.8741,S
11770,0,3,male,26.6,0,0,8.5457,S
11771,1,2,female,19.0,0,0,15.8017,S
11772,0,3,male,26.5,1,0,14.5537,S
11773,0,3,male,36.4,2,0,19.2413,S
11774,0,1,male,45.0,1,0,54.0255,S
11775,1,3,male,27.5,0,0,15.7771,S
11776,0,2,male,39.9,1,0,30.449,S
11777,0,3,female,38.0,1,0,11.2528,S
11778,0,3,male,22.4,0,0,5.1523,S
11779,0,3,male,43.2,0,0,10.2757,S
11780,0,3,male,17.4,1,1,16.7564,S
11781,1,1,female,25.1,0,0,80.7612,C
11782,1,2,female,32.2,0,0,16.9165,S
11783,0,1,male,20.3,1,0,71.2476,S
11784,1,1,female,26.4,1,0,97.7835,C
11785,0,1,male,23.9,0,0,131.8499,C
11786,0,3,male,39.3,0,0,10.5748,S
11787,0,3,male,4.0,5,2,44.2453,S
11788,1,3,female,24.2,0,0,7.4001,Q
11789,1,2,male,27.5,1,0,31.9143,S
11790,0,3,male,18.6,0,0,7.7264,S
11791,1,3,male,23.2,0,0,14.6429,S
11792,1,1,female,27.4,1,0,95.2876,C
11793,1,3,female,20.6,0,0,10.1646,S
11794,1,1,male,36.1,0,1,512.3292,C
11795,0,3,male,27.8,0,0,9.4491,S
11796,1,1,female,17.8,1,0,109.2421,C
11797,0,2,male,59.4,1,1,40.6625,S
11798,1,1,female,39.7,0,0,117.8414,Q
11799,0,3,male,41.3,0,2,19.4188,S
11800,1,2,female,36.9,0,0,13.5891,S
11801,1,1,female,60.7,0,0,141.0093,C
11802,0,3,male,28.8,0,0,8.8204,S
11803,0,3,female,20.6,0,0,11.0779,S
11804,1,3,female,28.0,0,0,10.5947,Q
11805,0,3,male,7.8,4,2,39.586,S
11806,0,3,male,8.3,4,1,38.341,S
11807,0,3,male,37.5,0,0,9.5551,S
11808,0,1,male,26.9,0,0,57.8825,S
11809,0,3,female,29.3,0,0,7.9958,S
11810,0,3,male,42.8,0,0,9.6507,S
11811,0,3,male,35.1,1,0,13.9928,S
11812,0,1,male,21.8,2,3,281.8981,S
11813,1,2,female,53.0,0,0,19.1012,S
11814,1,1,male,25.7,0,0,37.5364,S
11815,0,3,male,4.9,3,2,31.0537,S
11816,0,3,male,31.0,1,0,13.5461,S
11817,0,3,female,29.3,8,2,63.3103,S
11818,1,1,female,43.8,1,1,177.9858,S
11819,0,3,male,49.6,0,0,10.7761,S
11820,1,1,female,33.5,1,0,103.8545,S
11821,1,2,female,36.0,1,1,35.856,S
11822,0,3,male,29.9,0,0,15.1379,S
11823,0,3,male,26.5,0,0,7.6252,S
11824,0,3,male,29.3,0,0,8.5616,Q
11825,0,3,male,9.4,5,2,46.8037,S
11826,0,3,male,7.7,4,1,36.6489,S
11827,0,3,male,30.8,0,0,8.725,C
11828,0,3,female,2.7,3,2,28.8856,S
11829,1,3,female,22.4,1,0,7.0339,S
11830,0,2,male,35.9,1,0,36.0298,S
11831,1,2,female,27.0,0,0,14.4586,S
11832,1,3,female,6.3,2,1,23.4061,C
11833,0,3,male,27.0,0,0,9.2096,S
11834,1,3,male,19.2,1,1,15.2885,C
11835,0,2,male,29.8,0,0,8.313,S
11836,1,3,female,13.6,0,0,9.0313,S
11837,0,3,male,19.6,0,0,12.1405,S
11838,1,2,female,18.5,0,2,22.4041,S
11839,1,3,female,22.8,0,2,19.4354,S
11840,0,3,male,40.0,0,0,8.2286,S
11841,0,3,male,23.8,0,0,7.5006,S
11842,0,1,male,54.8,1,1,85.681,S
11843,1,2,female,25.9,1,2,42.2432,S
11844,0,1,male,65.6,0,0,31.5498,S
11845,0,3,male,30.9,1,0,14.9552,S
11846,1,1,male,54.0,0,0,57.8758,C
11847,0,3,female,11.2,2,2,23.8216,S
11848,0,2,male,24.7,0,0,12.4267,S
11849,1,3,male,5.4,1,1,17.2009,C
11850,0,2,male,24.5,0,0,10.3986,S
11851,0,2,male,61.4,1,1,38.2626,S
11852,1,1,male,27.4,0,0,24.5159,S
11853,0,3,male,22.9,0,0,11.4784,S
11854,0,3,female,29.1,0,0,7.2702,S
11855,0,1,male,30.0,0,0,36.9093,C
11856,1,2,male,33.0,0,0,21.4273,S
11857,0,3,male,27.4,0,0,9.3349,S
11858,1,3,female,10.2,0,1,16.5451,C
11859,0,3,male,35.3,0,0,8.7042,S
11860,0,1,male,28.2,0,2,208.1761,C
11861,0,3,male,27.6,0,0,7.7163,Q
11862,0,3,female,46.6,1,3,33.2955,S
11863,1,3,female,27.7,0,0,9.2433,Q
11864,0,3,male,18.6,0,0,6.0248,S
11865,1,1,male,45.5,0,0,23.3546,S
11866,0,3,male,18.0,0,0,8.8436,S
11867,0,2,male,26.4,0,0,22.7091,C
11868,1,2,female,37.0,1,0,28.8893,S
11869,0,3,male,22.5,0,0,9.4695,S
11870,0,1,male,36.0,0,0,38.356,C
11871,1,3,female,14.3,1,0,13.4864,C
11872,0,1,male,53.6,1,0,55.022,S
11873,0,3,male,14.6,4,1,35.5378,S
11874,1,2,female,36.9,0,0,13.0692,S
11875,0,1,male,28.1,0,0,52.4239,S
11876,0,3,male,18.0,1,1,12.8989,S
11877,0,2,male,27.1,0,0,9.5718,S
11878,1,1,male,25.9,1,0,68.1495,S
11879,1,3,female,25.9,0,0,11.0431,C
11880,0,3,male,35.6,0,0,10.6497,S
11881,1,1,male,50.0,2,0,146.6654,S
11882,0,3,male,34.6,1,1,18.847,S
11883,0,3,female,30.3,8,2,63.7527,S
11884,0,3,female,29.6,1,0,13.8371,S
11885,0,3,male,29.4,0,0,10.6697,C
11886,1,3,female,28.5,1,0,14.7167,Q
11887,0,2,male,36.1,0,0,12.554,S
11888,1,2,female,33.6,0,0,11.2764,S
11889,1,2,female,12.8,0,1,21.9782,S
11890,0,3,male,22.2,0,0,10.4011,S
11891,0,3,male,36.8,0,0,10.2712,S
11892,0,3,male,26.3,0,0,5.8153,S
11893,1,2,female,44.3,1,1,35.7788,S
11894,0,3,male,31.8,0,0,11.821,C
11895,0,3,male,31.1,0,0,7.7173,S
11896,0,3,male,28.8,0,0,6.6161,S
11897,0,1,male,31.8,0,0,50.9499,S
11898,1,2,male,0.4,0,2,32.7348,C
11899,0,3,female,9.4,3,2,29.2675,S
11900,0,3,male,17.8,1,1,15.906,C
11901,1,2,female,6.0,1,2,29.4697,S
11902,1,1,female,19.7,1,0,94.9526,C
11903,0,1,male,28.5,0,0,35.2045,S
11904,1,1,female,32.0,0,0,50.145,C
11905,0,3,female,29.5,8,2,64.0024,S
11906,1,1,female,56.2,0,1,153.9766,S
11907,1,3,female,27.9,1,0,15.9282,Q
11908,0,3,male,23.2,0,0,15.4046,S
11909,0,3,male,29.3,0,0,6.2981,S
11910,0,3,female,29.0,0,0,5.7522,Q
11911,1,3,female,30.9,3,0,16.985,S
11912,1,1,female,19.5,1,0,106.2979,C
11913,1,3,male,27.9,0,0,13.4513,S
11914,1,3,male,10.0,0,1,16.499,S
11915,0,3,male,28.5,0,0,9.2887,S
11916,0,3,male,20.8,0,0,14.9852,S
11917,1,1,female,19.2,0,1,60.7538,C
11918,0,1,male,28.1,0,0,13.3882,S
11919,0,3,male,27.4,0,0,9.6259,S
11920,0,3,male,27.9,0,0,8.972,S
11921,1,3,male,34.9,0,0,14.3449,S
11922,0,1,male,44.0,0,0,29.3664,S
11923,0,3,male,17.9,0,0,10.6366,S
11924,0,3,male,31.6,1,0,15.8169,S
11925,0,3,male,21.8,0,0,5.856,S
11926,0,1,male,28.0,0,0,225.938,S
11927,1,2,female,33.6,1,2,36.7052,S
11928,0,2,male,66.9,1,1,40.2928,S
11929,0,2,male,28.3,0,0,21.9494,C
11930,0,1,male,72.8,0,0,48.5821,C
11931,0,3,male,32.4,0,0,8.0798,S
11932,1,1,female,58.4,2,0,67.1043,S
11933,0,3,male,56.6,0,0,8.4728,S
11934,0,3,male,23.0,0,0,13.2754,S
11935,0,3,male,26.9,0,0,10.3495,Q
11936,0,3,male,32.3,1,0,14.182,S
11937,0,3,male,22.2,0,0,10.79,S
11938,1,1,female,55.9,0,1,82.1932,C
11939,0,3,male,55.4,0,0,11.1081,S
11940,0,3,male,16.9,0,0,5.0102,S
11941,0,3,female,30.9,1,1,18.1662,S
11942,0,3,male,24.7,0,0,10.4992,S
11943,0,3,male,28.8,0,0,12.7674,S
11944,0,2,male,24.1,0,0,12.1678,S
11945,1,3,female,26.1,0,1,12.3283,S
11946,1,1,female,22.3,3,2,272.9922,S
11947,0,1,male,63.6,0,0,30.6605,S
11948,1,1,female,33.2,0,2,68.0579,S
11949,0,3,male,17.6,0,0,7.6246,S
11950,1,1,female,55.2,0,1,156.8466,S
11951,1,3,male,22.7,0,0,13.6811,S
11952,1,2,female,34.9,0,2,30.8027,S
11953,0,2,male,24.3,0,0,10.9268,S
11954,1,3,female,27.3,1,0,20.6833,Q
11955,0,1,male,29.9,0,0,38.0319,C
11956,0,2,male,29.7,0,0,23.2137,C
11957,0,1,male,43.1,0,1,168.287,S
11958,1,1,male,6.6,1,2,133.0049,S
11959,1,2,female,49.3,0,0,14.4271,S
11960,0,3,male,13.0,4,1,36.7204,S
11961,0,3,male,28.2,0,0,8.8636,C
11962,0,2,male,34.3,0,0,11.2702,S
11963,0,3,male,19.8,0,0,9.247,S
11964,0,3,female,30.7,1,0,14.139,S
11965,1,3,male,24.1,0,0,8.0735,C
11966,0,1,male,46.5,0,0,41.7727,S
11967,0,1,male,28.0,0,0,46.9811,S
11968,1,1,male,29.7,0,0,34.4207,S
11969,1,1,male,23.3,1,0,100.9501,C
11970,0,3,male,22.4,0,0,11.5367,C
11971,0,3,male,30.0,0,0,7.7492,S
11972,0,3,male,25.4,0,0,12.7764,S
11973,0,1,male,34.9,0,0,16.7622,S
11974,0,3,male,27.6,0,0,7.6955,C
11975,0,3,male,25.1,0,0,8.2451,C
11976,0,3,male,26.7,0,0,10.018,C
11977,0,1,male,60.2,0,0,38.6442,S
11978,1,1,female,43.7,0,1,63.3017,C
11979,1,1,female,27.8,1,2,149.4647,S
11980,0,3,male,17.0,1,1,14.2598,S
11981,1,1,male,35.1,0,0,27.1205,S
11982,1,1,male,31.6,1,0,58.0103,S
11983,0,3,female,45.1,0,1,13.2852,C
11984,0,3,male,33.2,1,0,19.3626,S
11985,0,3,male,29.0,0,0,9.8313,S
11986,0,3,male,28.1,0,0,12.1441,C
11987,0,3,male,27.4,0,0,8.5242,S
11988,0,2,male,27.6,0,0,12.1786,S
11989,0,3,male,37.7,0,0,10.8609,S
11990,1,1,female,53.7,1,1,87.6359,S
11991,1,3,female,28.9,1,0,17.5859,Q
11992,0,3,male,21.3,0,0,7.7352,S
11993,1,2,female,23.1,0,0,22.3486,C
11994,0,3,male,29.8,0,0,10.6356,C
11995,0,3,female,42.3,0,5,30.2507,S
11996,0,3,male,21.6,0,0,5.9835,S
11997,0,3,female,24.6,1,0,12.6655,S
11998,0,3,male,27.3,0,0,10.7487,S
11999,0,3,female,20.4,0,0,12.9895,S
12000,0,3,male,18.9,0,0,12.2983,S
12001,0,2,male,49.3,0,0,16.4553,S
12002,0,3,male,18.9,0,0,6.5291,S
12003,1,3,male,15.4,1,0,22.8616,C
12004,1,2,female,32.8,0,0,14.8544,S
12005,1,2,male,1.0,1,1,28.1903,S
12006,0,3,male,28.2,0,0,11.0298,Q
12007,1,2,female,7.7,0,2,34.4472,C
12008,0,3,male,23.3,0,0,7.2883,S
12009,0,2,male,32.1,0,0,16.3274,S
12010,0,2,male,26.7,0,0,15.1076,S
12011,0,2,male,35.1,1,0,33.314,S
12012,0,1,male,26.1,0,0,233.6129,S
12013,0,3,male,27.5,0,0,11.1008,Q
12014,1,3,female,25.0,0,0,10.657,C
12015,1,3,female,17.2,4,2,33.5142,S
12016,1,2,female,16.9,1,2,44.9565,C
12017,0,3,male,27.5,0,0,10.5945,S
12018,1,3,female,32.5,1,0,5.8884,S
12019,1,1,female,29.4,0,0,103.2192,S
12020,0,3,female,44.0,0,1,9.9285,C
12021,1,1,female,50.5,0,0,33.4738,S
12022,0,3,male,28.8,0,0,9.5984,Q
12023,1,2,female,30.0,1,0,24.4371,S
12024,0,3,male,17.1,1,1,13.2021,S
12025,1,2,female,23.8,0,0,14.3202,S
12026,1,3,male,36.3,0,0,17.4576,S
12027,1,1,female,9.6,1,2,160.8183,S
12028,0,1,male,29.7,0,0,50.703,S
12029,0,3,male,39.4,0,0,8.5623,S
12030,1,2,male,1.4,1,1,23.3594,S
12031,0,2,male,18.6,0,0,18.4597,S
12032,0,3,female,3.4,4,2,33.4713,S
12033,0,2,male,26.0,0,0,14.1282,S
12034,1,1,female,34.4,0,0,135.4148,S
12035,0,1,male,31.1,0,0,27.4277,S
12036,0,3,male,28.7,0,0,7.9354,Q
12037,0,3,male,29.0,0,0,5.6475,S
12038,0,2,male,36.8,0,0,18.3147,S
12039,1,1,female,19.2,0,2,97.5787,S
12040,0,3,male,19.7,0,0,6.462,S
12041,1,1,male,31.8,0,0,32.7728,C
12042,0,2,male,27.9,0,0,11.9256,S
12043,0,3,male,22.0,0,0,12.6498,S
12044,0,3,female,27.6,0,0,8.4311,S
12045,0,1,male,59.3,0,1,77.1155,S
12046,1,2,female,17.3,1,0,25.3624,C
12047,0,3,male,28.0,0,0,7.6024,S
12048,0,3,male,24.5,0,0,5.8861,S
12049,0,1,male,45.2,0,0,26.107,S
12050,0,3,male,30.5,0,0,11.4751,S
12051,1,2,female,31.1,1,0,27.3356,S
12052,1,1,male,36.1,0,0,30.7444,S
12053,0,2,male,44.4,0,0,14.357,S
12054,1,2,female,30.6,1,0,27.9784,S
12055,1,1,female,18.8,0,2,37.4758,S
12056,1,3,male,20.4,1,0,12.8418,S
12057,1,1,female,44.0,0,0,35.3166,C
12058,0,3,male,31.2,0,0,9.6963,S
12059,0,3,male,33.2,0,0,9.5058,S
12060,0,3,female,31.0,0,0,11.888,C
12061,0,3,male,29.4,0,0,7.2977,S
12062,0,2,male,43.9,0,2,23.7427,S
12063,1,3,female,22.9,0,0,6.512,S
12064,0,3,male,26.8,8,2,66.8092,S
12065,0,3,male,24.2,0,0,11.6748,S
12066,1,1,female,61.5,1,0,79.1765,S
12067,0,1,male,24.5,0,0,126.6685,C
12068,0,2,male,23.8,1,0,36.9389,S
12069,1,2,female,17.5,1,0,26.246,C
12070,0,3,male,27.8,0,0,7.7124,S
12071,1,1,female,39.2,0,0,76.938,C
12072,0,1,male,37.1,0,0,31.9066,C
12073,0,3,male,24.9,1,0,10.2725,Q
12074,0,1,male,39.3,0,1,40.8572,C
12075,1,1,male,27.7,0,0,28.2788,S
12076,1,3,female,25.3,0,0,7.8124,S
12077,1,1,female,57.0,0,1,163.6196,S
12078,0,1,male,26.4,0,0,37.7113,S
12079,1,1,female,30.9,0,0,106.2551,C
12080,0,3,male,26.3,0,0,11.6622,Q
12081,0,3,male,27.2,0,0,7.6723,S
12082,0,2,male,51.9,0,0,14.7434,S
12083,0,2,male,25.8,1,1,23.2723,S
12084,0,1,male,54.5,0,0,26.6503,S
12085,0,3,male,31.9,0,0,9.3605,S
12086,0,2,male,28.5,0,0,19.1212,S
12087,0,3,male,25.6,0,0,6.7178,S
12088,0,3,male,24.5,0,0,10.7911,S
12089,0,2,male,29.6,0,0,8.4593,S
12090,0,3,male,21.9,0,0,9.103,S
12091,1,3,male,26.0,0,0,14.7568,S
12092,1,1,male,33.2,1,0,61.9733,S
12093,1,3,female,27.6,1,0,19.0423,Q
12094,0,1,male,44.3,0,0,35.9569,S
12095,1,3,female,30.8,1,1,19.6348,S
12096,0,2,male,32.6,1,0,27.4993,S
12097,0,3,male,27.3,0,0,9.1082,Q
12098,1,1,male,38.5,1,0,91.4129,S
12099,1,3,female,25.5,0,0,8.03,S
12100,0,3,male,41.4,0,2,16.538,S
12101,1,1,female,35.5,0,1,73.3831,S
12102,0,3,male,25.6,0,0,9.2655,C
12103,0,1,male,54.2,1,1,90.3513,S
12104,0,3,male,27.3,0,0,10.4459,S
12105,0,3,male,25.0,0,0,15.5145,Q
12106,0,2,male,47.8,0,0,17.7106,S
12107,0,1,male,36.2,1,0,52.8031,S
12108,1,2,male,3.8,1,1,26.8627,S
12109,0,3,male,38.1,0,0,10.8488,S
12110,1,3,male,26.5,0,0,13.575,S
12111,0,1,male,28.8,0,0,49.5672,S
12112,1,3,female,27.6,0,0,10.5115,Q
12113,0,2,male,20.0,1,0,46.2175,S
12114,0,3,male,26.7,0,0,4.8986,S
12115,1,3,male,28.0,0,0,16.8285,S
12116,0,1,male,37.1,1,0,55.6282,S
12117,0,1,male,29.6,0,2,200.7862,C
12118,1,1,female,26.9,1,0,82.1821,C
12119,0,3,male,26.1,0,0,16.0898,S
12120,1,1,female,29.8,1,0,114.3153,C
12121,1,1,male,45.4,0,0,24.2163,S
12122,0,3,male,26.2,0,0,15.2589,S
12123,0,3,male,30.1,0,0,11.5877,C
12124,1,1,female,16.5,0,1,48.3387,S
12125,0,3,male,23.4,0,0,8.268,S
12126,0,3,female,8.2,3,1,26.7113,S
12127,1,1,female,43.7,0,0,136.8038,C
12128,1,2,female,37.4,1,0,29.9985,S
12129,0,2,male,27.6,0,0,11.9248,S
12130,0,3,female,28.3,1,1,15.6658,S
12131,0,3,male,27.4,0,0,11.2679,C
12132,0,2,male,46.2,0,0,18.4161,S
12133,1,2,male,1.6,1,1,28.5228,S
12134,0,3,male,17.1,0,0,13.3506,S
12135,0,3,male,33.6,1,1,21.892,S
12136,1,2,female,49.1,0,0,14.1495,S
12137,1,3,female,5.0,2,1,24.4919,C
12138,0,3,male,20.8,0,0,13.417,S
12139,0,3,female,18.0,5,2,40.8026,S
12140,0,3,female,8.2,3,1,26.3211,S
12141,1,1,male,49.5,0,0,59.2463,C
12142,1,2,female,18.8,0,0,15.0607,S
12143,0,3,male,38.4,0,0,9.9092,S
12144,1,2,male,1.5,1,1,21.3971,S
12145,1,3,female,29.1,0,0,7.2244,S
12146,0,3,male,31.0,0,0,8.9016,C
12147,1,1,male,40.3,0,0,22.7047,S
12148,1,1,female,28.5,0,0,61.6515,C
12149,1,1,female,30.1,0,0,105.8224,C
12150,0,3,male,48.9,0,0,10.0675,S
12151,0,3,male,27.7,0,0,10.458,C
12152,0,1,male,28.0,0,0,53.5568,S
12153,0,3,male,29.4,1,0,14.3738,S
12154,0,3,male,23.0,0,0,4.0334,S
12155,1,1,female,35.3,1,0,99.6389,S
12156,0,3,male,16.9,2,0,24.5076,S
12157,0,3,female,19.7,1,0,13.64,S
12158,0,1,male,30.5,0,1,83.1396,S
12159,1,1,male,5.4,0,2,91.4817,S
12160,1,1,female,34.1,1,0,97.249,S
12161,0,3,male,26.1,0,0,7.1229,S
12162,0,3,male,19.4,0,0,8.0936,S
12163,0,2,male,27.6,0,0,23.253,C
12164,1,3,female,25.5,0,0,10.4954,C
12165,0,1,male,40.5,0,0,8.2454,S
12166,0,1,male,58.8,0,0,32.4067,S
12167,0,3,male,25.1,8,2,64.7837,S
12168,0,3,male,30.3,0,0,7.7065,Q
12169,0,3,male,26.5,0,0,9.4714,Q
12170,0,3,male,17.7,0,0,6.6173,S
12171,0,3,male,20.9,1,1,11.3011,S
12172,0,3,male,28.2,0,0,7.8578,S
12173,0,3,male,40.6,1,4,32.8729,S
12174,1,3,male,30.4,0,0,22.2799,S
12175,1,3,male,31.2,1,0,16.186,Q
12176,0,3,male,27.3,0,0,12.5356,S
12177,0,3,female,14.0,0,2,16.7026,S
12178,1,2,male,31.1,0,0,16.4365,S
12179,0,3,male,25.9,0,0,7.0917,S
12180,0,3,male,22.1,0,0,12.4208,C
12181,0,3,male,22.8,0,0,9.7216,S
12182,1,1,female,34.6,1,0,56.4286,S
12183,1,1,male,22.6,0,0,58.1877,C
12184,0,1,male,50.3,1,0,110.9949,Q
12185,0,3,male,20.7,0,0,10.7536,S
12186,0,3,male,25.4,2,0,22.253,S
12187,0,3,male,19.5,0,0,8.1721,S
12188,0,1,male,45.1,0,0,30.5643,S
12189,0,3,female,36.5,0,0,7.4351,S
12190,0,3,male,30.6,0,0,7.3726,S
12191,1,1,female,27.4,1,0,62.2408,S
12192,0,3,male,38.2,0,0,11.8937,C
12193,0,1,male,27.7,0,0,34.8517,S
12194,1,3,female,23.4,0,0,8.8235,S
